"Data Source","World Development Indicators",

"Last Updated Date","2016-10-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Sri Lanka","LKA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","1405747999.35399","1385023819.4901","1458976865.92248","1682425482.5183","1928908398.52943","1956250906.56367","2088010885.38635","2073586210.71818","2165171110.89644","2386208658.06217","2801453830.1339","3346092536.77506","3777939629.6509","3583417135.86736","3678221004.46247","3477995094.37614","3904460040.9991","4155404138.24226","4626877150.16604","4865787583.31821","4901723892.90675","5306070064.62967","5949650760.41014","6646343071.84831","7124079129.14446","7681839942.85712","7590241685.33939","8052391844.72835","8659341453.52644","9730379998.11541","10684656982.317","11535599045.2734","12662194428.3343","13641080480.9101","14722168949.5042","15185315981.3268","15629840936.91","16372253142.3371","15683306328.7983","16101116331.3702","18056816476.1422","20629101853.8617","23689805364.9717","26808985710.6432","30783171330.2533","35804056150.9736","40383769918.9263","48796024975.5631","58046844955.6279","68558100342.6866","71913253295.0523","75770374247.7369","79596711315.4359","",
"Lower middle income","LMC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","137358153458.869","140673252715.607","156016565176.282","171885581322.205","183792784610.674","197813918124.822","231054789801.855","289030592516.122","348155726242.846","376402414627.654","408478757872.767","463238150687.198","529761534898.78","642617832744.281","713690797763.736","716913200276.394","691945136328.641","677835038783.157","692691066320.715","733450667983.325","817645663774.71","906657470369.396","919976093076.712","933583729781.478","908002178230.536","943677560920.576","951653759792.604","1002353876112.39","1094361246762.34","1212954510954.11","1275800918889.55","1209825457900.06","1243858673984.64","1282140805512.04","1347145787571.29","1391719121644.2","1577632083300.27","1869140264865.13","2157994859453.62","2459375059704.78","2879765840382.92","3344993385802","3697941258802.04","4163899846738.14","4654278760540.63","5305712491729.21","5660421560184.8","5893050644402.93","5955948420932.16","",
"Low & middle income","LMY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","306905668693.443","338012229053.431","379161352534.463","417917800219.689","444911531814.127","456911826904.254","481066986501.333","535641397893.297","593345327627.576","641555867946.366","709145555659.554","869402472779.062","1102605799484.54","1333481223234.17","1432432600326.18","1523370233652.85","1677871058310.04","1964054214951.59","2299754365579.7","2506797775878.75","2495899928087.06","2379580969332.07","2387905958947.34","2480445320213.33","2663825875695.67","2930909670931.85","3167627673807.89","3253164316609.55","3458433740118.6","3714963287696.81","3942635346297.3","4119410236238.36","4320664917133.31","4685299901362.1","5193917340759.42","5586690106967.78","5473736046482.17","5450251199405.61","5711835277828.44","5831490677812.32","5984371960281.01","6614751656332.27","7811491241911.48","9221864230397.24","10796249288026.3","12959135625113.3","15445586439531.4","16830657776157.5","19125976156398.2","21486496953581.9","24586984139666.6","26791277990374.6","27982493563807","27589968350368.5","",
"Lesotho","LSO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","71435176.2631513","78530370.3104771","80570418.4334836","83304060.2365918","90171979.2545948","99188238.2596945","109527215.63581","163094931.350374","248950215.787097","263031329.129581","328587532.755134","380914632.896686","426170574.431226","522447312.719488","594171320.162374","704125720.160705","852258682.428711","768351657.192155","701475934.378244","588190318.529011","582062122.031315","636654700.271749","765818280.621297","821629529.175849","876184390.521828","933682881.909394","1057003314.0194","1084972697.30912","1140597450.1854","1161634284.96884","1210276974.79331","1224883861.67038","1104342011.81861","1107709886.66948","1080829949.69259","1197073905.18602","1088715137.41007","1208506600.07675","1439991924.70832","1758702620.90849","1907885307.88276","2000681596.0978","2107156802.44992","2170821992.66985","2326720265.67373","2777028533.0784","3001228681.2512","3221429669.07483","2803741833.7484","","",
"Late-demographic dividend","LTE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","148035108376.824","165379260028.613","188458002030.953","211208952242.698","231066016373.364","232161366944.505","243510623440.94","276072915147.861","313919522441.687","342589291693.822","383927046358.741","478398427428.467","587113016910.679","686453933972.195","719605249181.948","780859802823.195","867469318348.025","1018830769983.68","1159283425596.4","1204089271833.77","1184586079330.64","1121660734205.83","1162689569219.13","1223761786572.18","1358710994662.38","1501651103660.58","1655554517695.72","1819222548040.67","1887584342613.31","2131393646298.62","2181978307618.9","2247276327777.83","2349538627361.13","2684546022714.42","3101619991924.81","3405531025256.14","3324206645376.54","3220958036966.64","3327467615049.63","3377791740718.68","3561184530047.44","3991789038075.71","4757426508020.48","5660741669684.92","6746469261993.21","8247447659367.43","10051714675601.4","11034102836102.8","12549922003944.9","14210063198781.2","16378081458786.2","18155503202692","19163282422123.6","18827955292060.5","",
"Lithuania","LTU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9299147216.88917","10167573281.3844","10535410551.8764","11285954180.2416","12017552610.3375","13160366499.2568","15989572710.1885","20329375622.3264","25175144755.8582","28763998584.0973","34278874832.5809","40430317812.8062","39318817054.2874","38497042647.1599","40018112352.0184","42070876902.4554","45173749908.6823","46712635894.3656","43650916029.2891","",
"Luxembourg","LUX","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","522574817.1801","545997066.283688","612317917.15682","636988288.559961","673981154.294018","693331879.016289","753656391.653799","864924663.746531","909744255.42773","1027812401.57384","1281184124.64887","1663235241.60189","2219132555.68721","2583362641.90996","2786105823.25718","2975670755.08059","3499061945.51875","4261116402.21427","5113519853.80584","5131836623.88195","4950685108.89519","4473588776.62363","4336890819.0239","4367354981.25945","5216181074.12096","6758052307.5906","8814337312.73369","9819215412.305","10912752724.169","12416449181.0919","13950556822.0512","14522371855.1723","15193833566.2922","17059602997.9021","18444053547.464","19473547500.7821","18009300887.6832","18102614247.8509","18432488796.9486","18310868810.6062","17929925418.0541","19499608715.264","25603450442.7863","30883259195.3967","28438738774.5458","35659106272.7103","38576744635.2859","34607274298.2643","40312511343.324","39210518735.4759","39280525335.6059","39941054717.4377","44816053187.7785","43867534105.116","",
"Latvia","LVA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7166178431.20547","7843345867.18964","8394814109.53421","9078368023.887","10702456720.7309","13239958210.1035","16466712499.1386","19621655372.7167","24316787666.2085","28835071843.7944","29693690114.2132","26419395854.2765","27062017035.1353","28062994512.2048","30034548349.3478","30603800630.8132","29486390348.1399","",
"Macao SAR, China","MAC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","1286575122.4641","1308594051.21589","1548603423.55038","1985657901.82951","2390555218.16005","2680923814.9528","3069983365.43709","3530020466.27174","4517310232.91735","5274035809.46106","6068682211.56209","6721759862.21977","6916617745.54727","6999971321.43229","6479056376.2818","6170134013.12309","6321451305.05389","6991216215.30032","7373663649.70302","8223101415.09771","10493656052.6491","11593242841.6102","12992044334.6266","17466155497.3477","17722636347.6589","19336568696.6315","24532913581.7717","30190082281.1132","34526225626.9672","40683882191.1092","44092952876.2683","","",
"St. Martin (French part)","MAF","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","3454362733.56611","3739422891.21724","4016382497.42135","4396652376.66455","4906462692.91828","5998704228.26337","7739692748.6922","9567860583.0291","10539355877.9178","11249652176.5507","12407032790.0966","15324017474.0945","19655888901.7265","19829432397.6043","19932382943.9563","17010472007.549","16124371986.9705","15479021783.5224","17867083991.8464","20347517344.4015","25995368982.0858","27207569276.7284","28940277389.8841","31557774268.0469","33025705238.367","32386546951.9296","36103866051.955","35479251078.9148","41823860617.2291","40888565727.2852","41403612138.6954","40630817077.4441","40423190599.334","41123783888.7897","40832847649.582","46593764779.379","55993763410.7712","63817917578.8725","70012667849.2079","75133273365.6365","86275667827.529","93438161542.095","96294797488.4911","99886556938.8133","100417881045.857","106085632472.762","106212486050.29","106073472593.575","",
"Monaco","MCO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","381195087.915807","492727373.654197","613410230.840329","714446464.610995","762340154.149627","838444403.586261","950874762.01004","1167359982.9092","1411806539.12822","1425930503.47901","1309632027.61603","1147979162.94784","1086932653.76548","1083871911.24811","1259804871.30521","1613797121.5055","2081414605.81","2206526104.8483","2342182740.21158","2444857531.0456","2726799507.67421","2699483056.47168","2806101925.26024","2978426679.35393","3131414545.61417","3113586197.48915","2995283306.67557","2939396938.63449","2914150114.94696","2796698320.67673","2743913062.40102","3102884621.60153","3768678572.99449","4340375472.07086","4726728803.20344","5653396663.8723","6671360042.32339","","","","","","","","",
"Moldova","MDA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2326484261.42847","2369887980.9075","1686411036.98422","1723874057.53485","1758620513.03765","1837051151.50657","1682456473.70038","1465590655.14423","1363376700.03016","1448159391.42572","1657168272.87607","2062624039.56699","2613750361.43661","3190422712.3215","3682323504.58399","4133546313.1328","5361012797.75259","5596424897.51852","6476687426.26387","7068109236.39124","7623194134.16962","8798992492.52033","9111573933.40543","7887596558.26293","",
"Madagascar","MDG","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","707049619.972947","720347992.172532","770646823.818293","797619224.212039","880989588.052102","964308715.375839","1066751409.20518","1108568110.80107","1170460144.05819","1228954583.63532","1309843828.18321","1532536884.08056","1919042913.94005","2330746830.84494","2314957239.32629","2453101751.88521","2579045559.84637","3328430775.6078","4017963499.48986","3826751948.48256","3638912781.32238","3410056343.11579","3148048532.43821","2983580043.88025","3051892273.57893","2986644728.94232","2877942374.62715","2602977561.8827","2785368079.45061","2578269082.28421","2881358436.44007","3055608165.59204","3089173757.4678","3160225057.00389","3377361216.562","3593569763.98101","3739471643.65029","3719512122.00298","3870248071.51753","4172798768.19371","3842153963.46744","4857960148.55065","5183712476.36824","5376411611.70467","5352485872.47256","6357911145.42988","7911225658.28369","8490617908.23868","8791821880.90234","9097095927.32778","9541670537.64814","10167939367.3754","10535951017.3033","10278229997.9766","",
"Maldives","MDV","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1032996248.52101","1228117542.02938","1143479654.16452","1406042928.12661","1405096950.66449","1761706543.21845","1800961639.56111","1966775189.73268","2201655349.11225","2292074712.88012","2358375388.95792","2594798202.05742","2727616041.72425","",
"Middle East & North Africa","MEA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690246982419.009","770919886662.341","832909569605.795","846266321612.189","851821016405.421","910553487813.153","955522597152.49","973353149841.952","1066516376117.86","1236450440554.84","1445223693724.1","1681513534823.79","1980647475419.25","2351343374189.3","2480604060352.17","2676066124470.59","2885462230009.31","3319341702742.33","3593476014841.85","3629930023449.07","3480112468141.47","",
"Mexico","MEX","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","14670418980.7177","16308434367.3958","18851997042.9715","21094037585.3308","23399593328.8793","26061579146.1249","29682287337.151","31998389902.1189","35288593773.9555","38713175009.8524","44862886688.7794","55642136025.8592","70183062313.7662","87081664560.5966","94129373600.6106","92841948692.111","102394404642.348","125208180317.004","170598696942.984","219379264588.18","200313842424.981","164264016679.298","154799107610.351","164393247530.983","153008680119.559","153828041732.103","164206532179.035","192818592553.597","235630770919.53","279202709213.846","329499120030.371","405443079932.854","482171488461.724","431156286364.533","415807764671.912","421691292717.66","459634618880.12","514329962389.7","591218052474.576","650808054202.966","694386112899.516","733578223150.253","799778442459.412","846883115607.384","921879304539.138","1027394888277.89","1100935667087.68","1014961547413.65","1048984726241.95","1092440080728.14","1193087275584.86","1226815971438.36","1263645494740.91","1233657846512.31","",
"Marshall Islands","MHL","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155071461.339115","135907561.036497","130268481.476801","131409806.458892","136301861.129951","148809159.556311","154958979.16624","154708279.879493","160960502.249734","172956328.755025","185952664.505844","188506975.858202","196029771.514243","195688093.854424","192892326.154553","194801050.675163","203716783.585483","207615120.595283","224443574.29682","232032005.309402","","",
"Middle income","MIC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","295939125319.178","326471864836.805","366936612113.148","404685548902.194","430755699512.102","441950582848.718","465460193047.542","518983132143.872","575199520440.759","622309672959.653","687921263990.69","844323177742.541","1071150888044.71","1296087776743.47","1392942762845.77","1481845518625.32","1632546377165.93","1909947982744.27","2235608495816.99","2437729704588.71","2428435699722.57","2317809774368.77","2328237820989.77","2419560152338.59","2596023059928.22","2853797876116.17","3081777440475.35","3166792812960.62","3370466669213.49","3626172620522.74","3855442334299.51","4033321422621.05","4242018415840.16","4604769127137.53","5107373232053.1","5494730967783.98","5381608408501.01","5356961658650.93","5615812074434.87","5733545769304.17","5882922536236.17","6505391715275.07","7683588574807.25","9074389629075.11","10631524191353.3","12769632444937.3","15224867574106.2","16577433078727.1","18846615239863","21183354495638","24253938198603.2","26426700714332.2","27591102176415.3","27193921095749.5","",
"Macedonia, FYR","MKD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3304138652.49884","2746928776.62565","2637374052.26388","3366264260.18495","4130839007.88969","4205313090.84591","3842440744.62474","3666757634.9239","3752096755.17956","3652551616.98185","3738902512.30071","4282215643.55155","5271767016.6428","6155909190.47665","6837514309.56759","7401880419.53178","8941860278.59032","9529420202.07205","9742031341.62351","9960616483.44233","9823469101.99497","10380282635.8881","10777112488.5841","10674073453.0729","",
"Mali","MLI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","335278090.182677","374498799.15756","408858613.207398","474775422.740228","559734788.964922","610543089.581748","793907963.40722","935382578.0935","1092725111.63028","1180682486.32896","1515826957.80203","1742360212.39936","1769561699.24003","1490095150.12267","1317466543.91419","1249411498.69435","1441713108.19293","1628414596.21741","1916134378.75653","2373287725.36436","2446141304.09519","2435035265.57188","2790670778.91226","2915845845.38372","2939247692.46004","2657009815.75136","2591091063.81599","2654380410.17242","2846540550.76776","2872657944.08769","3091229044.83341","3103423939.40557","3395277555.86891","3485898031.50209","4360878687.39567","4728016201.42789","5849549409.78764","6941061919.83949","7770363701.3189","9036862297.43852","10385548321.5318","11000588695.8846","11908295203.3748","12801719271.0864","13611399265.766","13993539421.9529","13934742245.0126","",
"Malta","MLT","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","328385948.762614","379736134.724454","471847207.572204","604295136.09042","649070486.532646","710867026.568352","824128386.662655","1033945922.39052","1354486423.28026","1490113991.07076","1482812914.00169","1302541444.43874","1265415335.30497","1240016081.85658","1369517156.99029","1698839286.32273","2174944805.96143","2425086374.85764","2690055345.45798","2889302968.90836","3204368823.25759","3181294182.22529","3221925162.44768","3441882295.5277","3693462018.97658","3852115225.07301","3752400230.0938","3936240247.59708","4009442743.20288","3993231917.00186","4083230647.066","4502506381.05625","5192144250.80105","5809683177.4321","6202254758.17942","6749379924.21794","7873758843.306","7757051416.41964","8325983093.00722","8365955060.5946","8389037413.89572","8888754200.78974","","","",
"Myanmar","MMR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68173669121.5485","","",
"Middle East & North Africa (excluding high income)","MNA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317054820399.441","359981425832.189","391270849256.195","408851702656.816","419213863720.553","440540105207.316","458310017830.017","467804322114.953","508444271130.074","569924121763.244","657539226497.314","750958032607.375","894402251473.982","1073048057606.64","1194252440736.77","1315405986484.12","1379016696150.25","1569154167241.12","1670080128308.14","1638261089650.11","","",
"Montenegro","MNE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1198279277.60031","1491368748.4692","1899938889.4399","2249259223.69352","2651546119.79364","3218465963.81559","4010927850.47421","4148138925.02693","4268760373.43858","4487848904.91652","4341648870.41719","4551491802.4893","4548719330.55979","4503308935.16674","",
"Mongolia","MNG","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","2626695814.47641","2475355649.37402","2370751014.26872","2658695291.01385","3083700235.32732","3538026218.35784","3405241046.66224","3133639408.40811","2668014598.10685","1806705839.18076","1159996961.25466","972230449.015576","1064877809.9123","1276918211.572","1355544194.38375","1226533792.21735","1133862024.51769","1115885968.53243","1168592662.36108","1293142896.59451","1517095330.06044","1894036101.14458","2264259076.69087","2861568968.76537","3646108032.79145","4734604062.2996","4782221498.45031","5422152958.65279","7184787132.3097","10305289355.0614","12492493677.7241","12389164494.9049","11339962532.7209","",
"Northern Mariana Islands","MNP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","3586167515.51663","2937745095.21692","2967678828.47679","3457488851.09002","4243363464.6237","3852703215.71404","3070892627.74788","2455493693.79071","2404703878.13138","2774453666.7759","2548571600.38561","2632793920.29489","2497039129.93201","2536024719.61804","3319196723.23683","3836479333.74757","4432306733.98835","5005985919.35973","5026697639.20385","5163451575.12026","4712978137.47124","5427037144.25989","6279771331.86599","7349566652.50151","8033693967.29379","8834826766.98424","10084134297.5209","11252868019.8499","11226693323.9956","12066342535.3992","13447655784.3562","15658054264.6328","16803009511.5124","16354916180.5072","",
"Mauritania","MRT","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","207715078.408419","201877726.536512","221544941.336668","220533659.299453","234909733.333577","288420006.099217","413783662.887079","452980226.140054","483262495.856851","514385883.513445","548970062.551177","637487881.589088","730238263.20621","757124628.718766","720265073.640073","704223073.157241","695850992.079017","677910773.782719","731734852.536647","822934940.990602","943744001.132286","1003768761.29563","984025845.691935","1124608787.60222","1308836412.09601","1410632437.80504","1301865881.49944","1378512684.94049","1562195642.08162","1438549551.02398","1410881633.61167","1483388200.82671","1395725657.94097","1305991571.65024","1358690044.43531","1526840042.77034","1810465940.29161","2185536346.79241","2706211917.19969","3072044570.59078","3607490739.04485","3813419563.96594","4090711344.9776","4451907829.54954","5031422894.50789","5516102588.70322","5446260906.7091","","",
"Mauritius","MUS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","951212739.454278","1167586506.37681","1202937120.87736","1256757082.20438","1181689420.61537","1072499832.6273","1043110119.26056","1086711882.52434","1287771138.52735","1686971471.49038","2155645330.79287","2346127613.9835","2578725440.32534","2806185113.88482","3237792744.69484","3423469339.72533","3597854814.1842","3899541587.25312","4291106476.91434","4472711532.82237","4385872122.08666","4275188897.21373","4596092812.30913","4669260320.3011","4690500105.32649","5163387203.05552","6157422180.05487","6658388041.18597","6987099402.04921","7675493098.8711","8765856447.01269","9259712901.0787","9961666011.61829","10419737885.4673","11321372691.1945","12168200233.0206","12260751501.0289","12127514485.3324","",
"Malawi","MWI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","179670971.115875","182165021.448958","186447307.53441","223672990.850746","256974294.836938","273216240.892065","262141122.259722","273757085.141576","279550578.469778","352172953.692833","408303178.47525","475686756.905222","595149391.560357","683192644.690447","693562618.526536","755912541.356953","904552992.690665","1047723327.04329","1169368810.96032","1191522995.74345","1196885329.67221","1165006433.11008","1183765414.33637","1178951815.98947","1172639201.31328","1230280815.36823","1386650552.80988","1477379055.86304","1723154381.27869","2059032570.00238","1956941258.99847","2129727335.90737","1529857901.72466","1579756027.69195","1717405672.31425","2078051648.23952","2149832746.6694","1967718600.03266","1749386104.80232","1655093554.41366","2010977736.182","2681673068.12115","3726332051.68876","3778251590.12279","3999871001.91795","4455517916.69038","5085692258.81156","5794277102.57615","6542310410.58033","7378702705.27201","7015802986.76404","6451260033.23138","6024194642.14895","5962404273.02952","",
"Malaysia","MYS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","2056582395.74567","2252831860.03163","2484335304.71087","2873098543.23048","3147370880.16523","3316349032.10073","3532839551.00042","3670862810.61458","3950119297.10911","4255171011.2341","4936566206.33195","6634962302.09739","8889294713.49647","10409584296.9101","11425491848.2919","12442692599.9031","14834087029.2731","19464183513.6078","24728658647.8781","27234821439.544","26931818716.0498","26790772773.3196","29695681270.1768","29928817881.4277","29888968237.3754","32391037450.5173","36489200339.6771","39592072244.5747","43233793254.7553","47426025988.2806","54699426841.3244","62988010230.6269","71915601953.8501","82974222522.1583","94568042180.6749","99625064919.9202","80495661027.1694","76642177348.492","80179038495.0654","84094833133.0919","91743206406.191","102820248685.026","119334216181.273","135484961655.738","153034656350.799","177055196443.532","204636705188.565","210840696394.236","232947006778.627","259323908568.688","295984727002.711","319608186582.473","332507299464.219","320671872997.332","",
"North America","NAC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","656065040424.688","691319332655.717","740423867262.029","806197159167.533","883049532786.521","931495357127.452","1022352721790.94","1105729433182.32","1183475337722.96","1278414011844.34","1432326057167.5","1684528263429.54","1876139065307.35","2028203187819.92","2163780934303.48","2333320159837.51","2635074354612.58","3008642108414.39","3332658093678.65","3611185441621.18","3596930657192.46","3720592089733.91","4164432037357.8","4523964317949.42","4980582819354.84","5630682825424.67","6263772771952.41","6430074756941.14","6600056271762.92","6751338704127.41","7218977335717.86","7492023042011.68","7907954061520.39","8371557048527.37","8801544512777.46","9196886488031.23","9501800787110.16","10078115168989.4","10876667271339.5","11214481219179.7","11513109889953.6","12394021101932.6","13732736075909.9","14798442465582.5","15579022554296.1","16014584634376.8","16493154092871.1","16196761114786.2","16660261303335.6","17351605651602.2","18280313597197.7","18837837622136.6","19195109053678.9","19373577836283.7","",
"Namibia","NAM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","2192888296.07667","2079821196.67696","1943844524.98213","1583452127.95472","1658696290.25509","2062312356.64751","2255336423.01286","2569545432.35178","2855327435.25638","3174551973.22241","3492573625.17793","3457461961.86799","3628195229.99557","4009055318.80358","4174718950.66666","4259729553.70841","4107682148.23194","3954329720.20603","4004181265.95302","3804501988.15857","3710222579.27733","4291103858.93818","5536021919.25616","6862556027.24877","7965260936.46306","8624430118.59517","8890671496.66144","8869142237.32223","9561109136.86366","11123933861.4172","12479709481.0774","13443322120.2679","13628538034.7763","12813597374.0409","",
"New Caledonia","NCL","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","176920511.658163","215141360.189781","262376940.191175","360975141.975294","410311021.466249","474346705.580603","512921616.632028","690794127.517216","848497338.927204","862728963.445882","894560901.809059","959840487.053873","956270008.071207","1117522261.81647","1132424003.9735","1042900456.89558","879899382.579698","830562862.269718","850919918.683588","970737560.440896","1295305135.35326","2171055481.84231","2425858964.17822","2521810495.07513","2664964486.36526","2889402805.76615","3014920080.73493","3180318555.16233","3532174486.02008","3603596281.70454","3586582104.93413","3228389158.18385","3098174473.02618","2989344398.15642","","","","","","","","","","","","","","","","",
"Niger","NER","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","539522288.094054","591801896.91352","590993949.849306","654043538.511832","682375956.778872","694819504.595801","697444472.238654","648673958.993588","671218531.891725","724353913.197931","733501238.435182","768021646.666784","1046376346.23342","1192011388.59674","1154999906.04372","1278587952.40629","1603842577.49868","2034951689.52427","2441924889.3817","2435673338.15131","2250880123.09904","1866793237.99471","1438435120.87652","1489272626.02213","1745269939.79094","1990928300.36133","2464010916.80792","2501733223.21894","2368001038.81901","2409154274.768","2379310308.36052","2048916411.82042","1847325821.46612","1751754976.27157","1889204374.73067","1947151647.15698","2054067608.45268","1981661588.74997","1911943710.37183","1972517810.06275","2002492643.48454","2370443345.72833","2812213596.31944","3346132647.70518","3704367817.20509","4037936869.88698","4852704553.90583","5241656427.38826","5817602669.68653","6107441485.14397","6829107886.18362","7400441795.24143","7961070963.51679","7830407389.33896","",
"Nigeria","NGA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","4686464878.24741","5202154082.70539","5501048410.3717","5708781969.87313","5784001223.73781","5164457485.91193","5267542721.40445","6593383641.66873","9433652456.96759","10323862021.1321","11662626891.3791","13163292085.2796","20780528882.4405","25393836809.2119","33192231886.9873","37663684923.0682","38469503667.8706","45702418117.0341","55748956647.081","57662933454.05","56778824846.6251","43989119613.3847","33965725675.0574","30817343360.6559","23780805875.4452","21513662321.2449","25194268053.0833","25141018255.9219","27392899737.7602","26837779760.3959","27476887641.6078","19930201513.4276","17807832433.8562","18926405948.698","25467725914.1027","32255426123.732","31389036138.4922","","33427150529.0732","39463294108.5444","45324084493.6011","54313855207.1444","83199141131.9067","92455522462.6747","120897123266.013","143138901464.67","174966112689.837","179702227118.347","233011978862.904","281366090071.118","414843122282.59","464004984856.361","526464986890.652","514027437867.846","",
"Nicaragua","NIC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","268531725.178321","294782811.533035","330438025.603624","412108991.881992","497276186.716368","626319701.253101","652328501.794353","715882157.934318","737498599.998082","786513595.171745","839139006.92395","1006514843.69411","1380270067.27389","1590058073.0476","1744088795.28273","2012108381.99515","1979911764.34795","1589842397.79257","1960107293.29655","2220402960.3349","2334047828.45489","2425603389.69878","2557164992.07478","2565236971.23891","2875357546.01428","3351215192.56061","2704572711.97249","1483243154.25414","1290239231.65941","921187745.161948","1037947679.02654","1312475234.43814","2034606073.44331","2859825630.11712","4156977096.16338","4252740270.05947","4338613097.42682","4616888692.00087","4890672930.28759","5001380639.4612","5027661798.44561","5284462289.31358","5817801340.97448","6323645131.57303","6588221609.7081","7184390213.90878","7889898740.65219","7998822622.99323","8500328524.61768","9279926868.62209","9987250396.61806","10636003950.0411","11244356509.5442","11819712287.8401","",
"Netherlands","NLD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","14408058404.4509","15619276782.9841","17737823954.8965","20879346988.4493","22886496012.6039","25230102767.6752","28413648370.3391","31932885226.2714","36448194629.0349","41910063830.5292","50710549744.3883","67311088464.6605","85218478209.9039","102993163734.858","113501136639.222","124465311514.204","143960707474.513","176903950466.411","207164546862.721","196989290636.774","174485207211.392","156994514228.114","152799499645.741","147874619705.018","168232618780.77","213117230593.354","270655056824.519","286401063254.817","299991074565.658","316582963141.284","352680297970.656","362915762521.214","385389146490.729","422600083098.217","456616911441.568","460311714447.096","438778306290.533","448651750791.579","454806469604.065","436173158280.266","432814820519.045","498086914245.582","607376912773.089","691809917109.097","753205102602.458","809105978087.878","862682522834.54","884716419201.997","889488035994.839","903381020125.826","879613261231.515","881689065156.145","864359420511.163","828795912964.958","",
